,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
374,Ketchikan,55.34,-131.65,41.0,93,75,1.52,US,1602680916
375,Tilichiki,60.47,166.1,40.23,95,100,21.23,RU,1602680916
376,Kainantu,-6.29,145.87,61.34,92,98,1.88,PG,1602680916
377,Alor Gajah,2.38,102.21,84.2,74,20,2.24,MY,1602680916
378,Katsuura,35.13,140.3,68.0,68,75,4.7,JP,1602680464
379,Ponca City,36.71,-97.09,62.6,55,1,12.75,US,1602680655
380,Piaçabuçu,-10.41,-36.43,81.43,62,94,14.14,BR,1602680917
381,Shingū,33.73,135.98,63.64,75,1,5.32,JP,1602680917
382,Dingli,35.86,14.38,75.99,49,20,14.99,MT,1602680917
383,Noblesville,40.05,-86.01,46.99,80,1,7.38,US,1602680917
384,Hualmay,-11.1,-77.61,64.09,77,58,5.75,PE,1602680917
385,Tromsø,69.65,18.96,41.0,86,75,5.82,NO,1602680917
386,Birao,10.28,22.79,90.43,49,85,3.09,CF,1602680336
387,Kieta,-6.22,155.63,78.21,77,51,2.44,PG,1602680917
388,Codrington,-38.27,141.97,63.99,73,92,13.8,AU,1602680917
389,Portland,45.52,-122.68,52.0,91,8,2.77,US,1602680779
390,Sakakah,29.97,40.21,96.8,9,0,5.82,SA,1602680918
391,Monrovia,6.3,-10.8,87.8,66,75,4.7,LR,1602680899
392,Bontang,0.13,117.5,82.83,82,0,8.61,ID,1602680918
393,Pertuis,43.69,5.5,61.0,51,69,10.29,FR,1602680918
394,Kalamnūri,19.67,77.33,76.98,90,100,11.48,IN,1602680918
395,Cabo San Lucas,22.89,-109.91,75.99,88,20,9.1,MX,1602680205
396,Boende,-0.22,20.87,89.15,53,96,1.32,CD,1602680918
397,Thinadhoo,0.53,72.93,83.5,74,97,12.86,MV,1602680918
398,Mount Gambier,-37.83,140.77,66.2,72,69,11.41,AU,1602680461
399,Bundaberg,-24.85,152.35,64.99,68,5,6.93,AU,1602680919
400,Skellefteå,64.75,20.95,46.0,70,100,9.17,SE,1602680919
401,Batagay-Alyta,67.8,130.41,12.94,93,100,4.47,RU,1602680919
402,Edgewater,28.99,-80.9,75.99,100,40,0.34,US,1602680919
403,Pakhtakoron,40.16,68.75,60.03,33,0,2.46,TJ,1602680919
404,Tamale,9.4,-0.84,87.37,63,50,6.08,GH,1602680919
405,Berlevåg,70.86,29.09,41.0,86,75,20.8,NO,1602680919
406,Fagernes,60.99,9.23,41.0,70,0,5.01,NO,1602680919
407,Fortuna,40.6,-124.16,59.0,100,90,10.29,US,1602680345
408,Kavieng,-2.57,150.8,80.83,81,100,10.89,PG,1602680407
409,Pochutla,15.74,-96.47,75.2,83,75,3.71,MX,1602680920
410,Palmer,42.16,-72.33,52.0,96,0,4.56,US,1602680920
411,Lafia,8.48,8.52,87.51,64,100,2.8,NG,1602680920
412,Ozuluama de Mascareñas,21.67,-97.85,75.2,100,5,6.22,MX,1602680920
413,Phaltan,17.98,74.43,71.65,94,100,16.89,IN,1602680920
414,Fairbanks,64.84,-147.72,19.4,85,1,3.36,US,1602680328
415,Nelson Bay,-32.72,152.15,66.99,88,75,2.75,AU,1602680920
416,Westport,41.14,-73.36,53.01,87,1,5.82,US,1602680825
417,Dabakala,8.37,-4.43,88.63,60,21,3.02,CI,1602680920
418,Sur,22.57,59.53,82.67,39,0,15.12,OM,1602680567
419,Atar,20.52,-13.05,95.5,29,75,11.77,MR,1602680920
420,Goundam,16.41,-3.67,101.64,16,0,2.26,ML,1602680920
421,North Bend,43.41,-124.22,53.01,100,40,5.82,US,1602680706
422,Varadero,23.15,-81.25,71.6,100,40,2.24,CU,1602680921
423,Santa Ana Arriba,19.3,-70.35,82.0,88,40,2.13,DO,1602680921
424,Machaneng,-23.19,27.49,88.9,20,0,12.73,BW,1602680921
425,Cascais,38.7,-9.42,68.0,52,20,19.46,PT,1602680571
426,Mitú,1.2,-70.17,77.74,86,99,0.76,CO,1602680921
427,Sorong,-0.88,131.25,81.68,76,100,1.88,ID,1602680921
428,Dalnerechensk,45.93,133.72,32.77,88,0,8.81,RU,1602680921
429,Dongzhen,22.38,110.94,73.92,91,100,5.68,CN,1602680921
430,Makakilo City,21.35,-158.09,75.2,78,1,3.36,US,1602680249
431,Vaitape,-16.52,-151.75,78.96,76,30,9.78,PF,1602680492
432,Constitución,-35.33,-72.42,59.36,69,0,4.52,CL,1602680921
433,Nantong,32.03,120.87,68.0,59,97,10.76,CN,1602680901
434,Faya,18.39,42.45,77.0,68,40,8.05,SA,1602680488
435,Amuntai,-2.42,115.25,78.69,87,100,1.23,ID,1602680922
436,Skjervøy,70.03,20.97,42.8,81,75,20.8,NO,1602680922
437,Betsiamites,48.94,-68.65,44.6,100,90,4.7,CA,1602680922
438,Portree,57.41,-6.19,57.99,51,0,14.0,GB,1602680922
439,Buta,2.79,24.73,91.09,44,44,1.63,CD,1602680922
440,Nanortalik,60.14,-45.24,36.93,94,100,3.49,GL,1602680343
441,Kangaatsiaq,68.31,-53.46,35.69,93,100,13.65,GL,1602680922
442,Saint-François,46.42,3.91,51.8,76,90,8.05,FR,1602680922
443,Tiksi,71.69,128.87,10.31,89,0,3.2,RU,1602680922
444,Inuvik,68.35,-133.72,17.6,85,90,3.36,CA,1602680922
445,Maoming,21.65,110.9,77.43,89,100,22.7,CN,1602680923
446,Cidreira,-30.18,-50.21,66.88,67,0,3.49,BR,1602680923
447,Zinder,13.81,8.99,100.4,27,0,2.24,NE,1602680923
448,Umeå,63.83,20.26,46.99,65,90,8.05,SE,1602680923
449,Guerrero Negro,27.98,-114.06,76.44,53,98,9.95,MX,1602680345
450,Port-Cartier,50.03,-66.87,43.0,100,90,9.17,CA,1602680923
451,Bandar-e Anzali,37.47,49.46,73.4,64,20,6.93,IR,1602680923
452,Mpongwe,-13.51,28.16,86.09,37,64,9.98,ZM,1602680923
453,Christchurch,-43.53,172.63,43.0,93,51,5.82,NZ,1602680343
454,Elliot Lake,46.38,-82.63,48.2,87,1,9.17,CA,1602680923
455,Koran,43.81,18.57,60.01,51,75,9.17,BA,1602680702
456,Prabumulih,-3.45,104.25,78.44,83,42,2.71,ID,1602680924
457,Ayagoz,47.97,80.44,45.19,55,0,6.29,KZ,1602680924
458,Presidencia Roque Sáenz Peña,-26.79,-60.44,64.42,87,94,8.5,AR,1602680924
459,La Santisima Trinidad,-14.83,-64.9,78.8,83,69,5.75,BO,1602680571
460,Djibo,14.1,-1.63,102.61,13,93,7.74,BF,1602680924
461,Qui Nhon,13.77,109.23,79.57,85,100,3.24,VN,1602680721
462,Toora-Khem,52.47,96.11,30.13,95,24,2.98,RU,1602680924
463,Karasburg,-28.02,18.75,95.58,8,0,1.95,NA,1602680924
464,Cavalcante,-13.8,-47.46,82.18,51,11,6.98,BR,1602680924
465,Kinshasa,-4.32,15.32,89.6,52,40,5.82,CD,1602680924
466,Kargat,55.2,80.28,48.13,78,100,15.14,RU,1602680924
467,Bilibino,68.05,166.44,25.29,93,100,2.8,RU,1602680924
468,Erdenet,49.03,104.08,30.49,82,99,0.36,MN,1602680924
469,Seredka,58.16,28.19,46.4,81,90,11.18,RU,1602680925
470,Poum,-20.23,164.02,74.8,86,1,14.94,NC,1602680925
471,Kahului,20.89,-156.47,75.0,73,1,6.93,US,1602680265
472,Berbera,10.44,45.01,88.09,52,0,7.92,SO,1602680925
473,Kisaran,2.98,99.62,77.34,93,100,1.63,ID,1602680925
474,Zhuhai,22.28,113.57,78.8,88,40,18.34,CN,1602680925
475,São Félix do Xingu,-6.64,-51.99,89.89,49,0,3.76,BR,1602680925
476,Ixtapa,20.7,-105.2,81.0,88,90,3.42,MX,1602680925
477,Buraidah,26.33,43.98,95.0,16,0,13.87,SA,1602680925
478,Nara,34.69,135.8,66.99,63,0,4.54,JP,1602680479
479,Zdvinsk,54.7,78.66,49.39,63,100,13.56,RU,1602680925
480,Dikson,73.51,80.55,29.3,94,100,24.25,RU,1602680334
481,Beloha,-25.17,45.05,76.39,44,0,13.62,MG,1602680829
482,Kungurtug,50.6,97.52,28.9,94,83,3.27,RU,1602680926
483,Kurgunta,17.2,77.35,73.38,91,95,12.62,IN,1602680801
484,Port Moresby,-9.44,147.18,80.6,83,40,17.22,PG,1602680926
485,Malé,4.17,73.51,82.4,88,75,18.34,MV,1602680764
486,Yamada,39.47,141.95,55.06,68,100,5.35,JP,1602680926
487,Huicungo,-7.28,-76.8,74.77,75,13,0.27,PE,1602680926
488,Mingyue,43.11,128.92,30.11,86,0,4.81,CN,1602680926
489,Honiara,-9.43,159.95,77.0,94,40,3.06,SB,1602680926
490,Fenelon Falls,44.53,-78.75,46.99,93,1,4.7,CA,1602680926
491,Jiuquan,39.74,98.52,45.1,47,0,3.65,CN,1602680926
492,Namatanai,-3.67,152.43,77.76,82,100,4.12,PG,1602680926
493,Laas,46.62,10.7,57.0,34,5,5.82,IT,1602680340
494,Buala,-8.14,159.59,78.91,79,82,1.88,SB,1602680493
495,Plácido de Castro,-10.34,-67.19,86.85,54,0,5.06,BR,1602680927
496,Bījār,35.87,47.61,65.12,21,0,5.26,IR,1602680829
497,Kumul,42.8,93.45,49.55,44,0,2.93,CN,1602680371
498,Dhidhdhoo,6.88,73.1,82.42,77,72,24.0,MV,1602680927
499,Beidao,34.57,105.89,50.47,67,72,3.36,CN,1602680453
500,Sioux Lookout,50.1,-91.92,37.4,79,75,5.82,CA,1602680927
501,Brewster,41.4,-73.62,52.0,100,1,2.71,US,1602680927
502,Morón,-34.65,-58.62,72.0,60,0,6.93,AR,1602680881
503,Bridlington,54.08,-0.19,55.99,87,100,13.87,GB,1602680927
504,Vârfurile,46.32,22.52,57.76,47,75,11.79,RO,1602680927
505,Puerto Colombia,10.99,-74.95,75.2,94,75,2.24,CO,1602680632
506,Northam,51.03,-4.22,55.99,76,0,10.0,GB,1602680927
507,Redlands,34.06,-117.18,64.4,34,1,4.7,US,1602680691
508,Kozhva,65.11,57.05,35.94,82,93,7.09,RU,1602680927
509,Itaueira,-7.6,-43.03,91.6,29,0,7.47,BR,1602680927
510,Norsup,-16.07,167.38,75.2,100,90,6.67,VU,1602680928
511,Juba,4.85,31.58,87.35,50,75,2.44,SS,1602680928
512,Henties Bay,-22.12,14.28,64.0,79,0,8.43,NA,1602680928
513,Muli,2.92,73.57,83.1,78,90,17.2,MV,1602680928
514,Kuito,-12.38,16.93,80.6,42,75,17.22,AO,1602680928
515,Cham,47.18,8.46,55.0,66,40,4.7,CH,1602680928
516,Kondinskoye,59.65,67.41,50.13,87,100,16.11,RU,1602680928
517,Nelson,-41.28,173.28,46.0,72,100,4.0,NZ,1602680928
518,Davila,18.47,120.58,82.4,74,75,11.41,PH,1602680928
519,Sørland,67.67,12.69,48.2,87,75,21.92,NO,1602680928
520,Son La,21.32,103.9,67.51,96,100,1.99,VN,1602680928
521,Vanimo,-2.67,141.3,79.72,83,100,5.7,PG,1602680929
522,Santiago del Estero,-27.8,-64.26,69.91,46,100,10.87,AR,1602680929
523,Kipini,-2.53,40.53,82.11,71,0,17.96,KE,1602680929
524,Anchorage,61.22,-149.9,37.4,80,1,1.7,US,1602680643
525,General Pico,-35.66,-63.76,74.43,34,0,10.36,AR,1602680929
526,Örnsköldsvik,63.29,18.72,44.6,65,70,9.17,SE,1602680929
527,Skovorodino,53.98,123.92,21.83,89,0,2.3,RU,1602680929
528,Kilindoni,-7.91,39.67,81.32,74,1,9.35,TZ,1602680929
529,Tual,-5.67,132.75,82.44,82,40,17.63,ID,1602680929
530,Havre-St-Pierre,50.23,-63.6,42.8,93,90,13.87,CA,1602680342
531,Sulangan,11.14,123.72,81.1,76,100,2.51,PH,1602680486
532,Emerald,-23.53,148.17,71.6,53,84,6.93,AU,1602680446
533,Ihosy,-22.4,46.12,77.32,61,92,11.27,MG,1602680829
534,Santo Ângelo,-28.3,-54.26,77.0,52,24,8.99,BR,1602680747
535,Fort Myers Beach,26.45,-81.95,78.01,100,1,5.82,US,1602680847
536,Shediac,46.22,-64.54,57.2,100,90,3.36,CA,1602680744
537,Loksa,59.58,25.72,50.0,81,75,13.87,EE,1602680930
538,Lagos,6.58,3.75,86.25,66,100,7.58,NG,1602680711
539,Urengoy,65.97,78.37,33.21,89,87,13.65,RU,1602680930
540,Yaan,7.38,8.57,81.84,77,99,6.22,NG,1602680930
541,Tucuruí,-3.77,-49.67,87.22,56,14,6.8,BR,1602680930
542,Rio Branco,-9.97,-67.81,71.6,100,12,6.93,BR,1602680930
543,Câmara de Lobos,32.63,-16.97,75.2,64,40,9.17,PT,1602680930
544,Aligoodarz,33.4,49.69,67.35,16,0,7.47,IR,1602680930
545,Umluj,25.02,37.27,89.1,55,0,12.17,SA,1602680648
546,Mayo,38.89,-76.51,59.0,67,1,4.7,US,1602680930
547,Marrakesh,31.63,-8.01,77.0,38,0,5.82,MA,1602680410
548,Polyarny,69.2,33.45,33.8,86,40,6.71,RU,1602680931
549,Meulaboh,4.14,96.13,81.12,78,100,3.6,ID,1602680486
550,Rutana Province,-3.87,30.1,72.95,65,53,6.44,BI,1602680931
551,Viedma,-40.81,-63.0,60.01,36,0,3.0,AR,1602680361
552,Topeka,39.05,-95.68,59.0,54,1,10.29,US,1602680803
553,Helong,42.54,129.0,30.24,84,0,3.74,CN,1602680931
554,Bairiki Village,1.33,172.98,82.4,74,40,4.7,KI,1602680931
555,Cap Malheureux,-19.98,57.61,78.01,70,0,8.01,MU,1602680931
556,Padang,-0.95,100.35,80.19,75,100,2.26,ID,1602680364
557,San Juan,-31.54,-68.54,73.81,28,100,17.69,AR,1602680931
558,Bereda,43.27,-7.54,59.0,91,5,7.0,ES,1602680572
559,Yangi Marg`ilon,40.43,71.72,64.4,42,0,2.24,UZ,1602680456
560,Vysotsk,60.63,28.57,48.99,81,90,8.05,RU,1602680932
561,Diffa,13.32,12.61,103.93,14,5,8.14,NE,1602680932
562,Riviere-au-Renard,49.0,-64.4,46.4,93,75,11.41,CA,1602680932
563,Okmulgee,35.62,-95.96,55.4,76,1,12.75,US,1602680835
564,Augusto Corrêa,-1.02,-46.63,86.94,57,56,9.89,BR,1602680932
565,Slyudyanka,51.66,103.71,35.98,79,94,2.48,RU,1602680932
566,Dukat,62.55,155.55,27.41,98,100,5.48,RU,1602680932
567,Iracoubo,5.48,-53.2,85.33,67,0,10.69,GF,1602680932
568,Sibu,2.3,111.82,75.2,94,40,2.24,MY,1602680932
569,Bilma,18.69,12.92,103.71,8,0,8.3,NE,1602680471
570,Havelock,34.88,-76.9,64.99,72,1,11.41,US,1602680761
571,Stolin,51.89,26.85,54.43,56,75,8.61,BY,1602680932
572,Praia,14.92,-23.51,84.2,70,75,14.99,CV,1602680932
573,Lerwick,60.15,-1.15,50.0,66,75,13.87,GB,1602680494
574,Bonavista,48.65,-53.11,48.99,84,0,4.0,CA,1602680933
575,Tatarsk,55.22,75.98,50.34,62,100,11.56,RU,1602680933
576,Vilyuysk,63.76,121.62,19.53,90,0,7.67,RU,1602680933
577,Mozarlândia,-14.74,-50.57,86.16,49,82,3.11,BR,1602680933
578,Esil,51.96,66.4,55.53,38,96,7.83,KZ,1602680933
579,Horta,38.53,-28.63,75.2,64,20,9.17,PT,1602680933
580,Turukhansk,65.82,87.98,35.2,98,100,11.54,RU,1602680933
581,Los Andes,-32.83,-70.6,63.0,99,26,4.12,CL,1602680664
582,Hirara,24.8,125.28,78.58,76,96,18.21,JP,1602680921
583,Svobodnyy,51.4,128.13,28.58,82,84,4.29,RU,1602680933
